mood_score,stress_level,energy_level,sleep_hours,sleep_quality,focus_level,motivation_level,restlessness_level,work_study_pressure,physical_activity_minutes,hydration_cups,social_withdrawal,burnout_score,burnout_risk,stress_score,stress_class,mood_wellbeing_score,mood_class
4,5,5,9.0,3,4,2,5,2,51,4,3,44.54,mild,57.39,moderate,44.0,neutral
5,4,4,4.5,1,3,5,4,5,96,6,3,71.18,elevated,68.96,moderate,59.86,neutral
1,2,3,3.3,4,4,3,4,5,56,5,5,69.31,moderate,91.21,high,62.48,neutral
5,3,4,10.7,2,3,1,4,2,81,12,3,61.01,moderate,45.61,mild,48.12,neutral
2,2,1,7.4,3,4,2,4,3,40,1,1,41.06,mild,54.99,moderate,38.34,low
5,2,3,7.6,3,5,1,2,3,96,5,3,17.07,low,39.64,mild,63.08,neutral
1,4,2,6.4,4,4,4,4,2,51,3,2,49.5,moderate,38.33,mild,62.67,neutral
3,1,2,7.6,5,1,4,2,2,91,7,1,48.1,moderate,36.61,mild,62.92,neutral
4,4,5,4.1,4,1,4,4,3,115,10,4,47.48,moderate,71.01,high,62.63,neutral
1,3,3,5.3,5,5,1,2,4,46,12,4,60.3,moderate,41.88,mild,54.85,neutral
1,2,1,7.0,1,5,2,3,5,28,5,2,49.56,moderate,58.59,moderate,26.69,low
5,1,2,2.7,4,3,3,1,5,112,3,2,33.52,mild,53.61,moderate,54.16,neutral
1,4,2,6.3,3,2,1,5,1,82,12,3,62.53,moderate,45.21,mild,21.77,low
4,5,5,6.1,4,5,1,4,4,106,1,3,67.64,moderate,55.17,moderate,62.1,neutral
5,4,2,6.3,1,3,2,1,4,45,1,5,64.37,moderate,67.32,moderate,21.93,low
4,3,2,5.8,3,2,3,3,1,42,12,1,24.35,low,35.24,mild,51.58,neutral
3,4,2,5.0,1,2,1,3,5,15,11,1,74.09,elevated,74.11,high,37.65,low
3,3,1,3.5,4,2,5,5,3,93,7,4,48.45,moderate,59.73,moderate,49.6,neutral
4,2,4,7.1,2,2,3,4,4,102,4,5,39.89,mild,75.13,high,51.14,neutral
3,2,3,6.3,1,2,1,5,4,99,12,4,62.5,moderate,65.37,moderate,27.22,low
3,2,3,4.3,1,4,1,3,2,35,12,2,59.05,moderate,39.01,mild,19.89,low
1,5,2,6.9,2,1,5,1,2,59,11,2,67.38,moderate,41.02,mild,49.45,neutral
4,4,4,6.3,5,2,3,4,2,59,10,5,47.07,moderate,53.6,moderate,62.33,neutral
4,1,1,6.0,5,1,5,2,4,14,7,4,40.8,mild,51.48,moderate,30.29,low
4,5,5,2.9,1,4,4,4,4,0,4,3,71.12,elevated,74.31,high,57.23,neutral
1,1,3,8.0,5,5,5,3,4,40,6,3,19.71,low,44.22,mild,73.37,good
4,3,2,4.6,3,4,5,2,1,61,7,1,48.31,moderate,27.79,low,57.9,neutral
4,1,3,6.9,2,2,4,1,1,119,6,5,23.15,low,30.25,mild,45.99,neutral
1,2,5,5.3,5,3,5,5,4,105,11,1,41.97,mild,47.06,mild,88.7,good
5,4,1,6.1,2,1,5,4,5,86,2,5,58.29,moderate,88.47,high,0.0,low
3,5,3,8.9,1,3,2,2,2,116,1,1,46.51,moderate,55.61,moderate,45.42,neutral
3,5,3,7.8,2,2,3,4,3,93,5,1,60.31,moderate,45.73,mild,52.31,neutral
4,5,5,8.8,1,3,5,5,5,63,2,1,56.18,moderate,77.17,high,59.28,neutral
3,2,3,7.4,3,3,5,4,2,110,10,3,33.13,mild,40.2,mild,73.02,good
3,1,4,7.5,1,4,1,5,3,111,11,1,37.28,mild,78.72,high,36.58,low
2,5,4,3.6,2,3,1,3,1,24,12,2,73.82,elevated,29.79,low,40.26,neutral
5,5,5,6.2,2,5,2,2,2,34,5,4,59.13,moderate,33.87,mild,63.42,neutral
5,2,2,6.4,4,1,4,5,2,117,12,4,49.72,moderate,52.17,moderate,40.45,neutral
1,1,4,9.0,5,5,2,4,4,0,1,2,42.85,mild,34.38,mild,58.68,neutral
4,4,2,5.9,1,4,4,4,2,62,12,1,34.21,mild,34.57,mild,46.81,neutral
1,1,5,7.3,4,4,1,4,3,46,3,1,41.11,mild,44.97,mild,53.66,neutral
2,1,5,7.2,1,5,1,5,2,90,0,3,44.44,mild,57.91,moderate,43.3,neutral
5,5,2,8.9,5,1,4,4,1,115,10,3,52.53,moderate,30.95,mild,44.02,neutral
1,3,3,6.6,2,2,2,5,4,38,6,5,57.07,moderate,91.28,high,31.58,low
2,1,5,8.3,5,1,1,1,4,26,5,3,44.98,mild,22.16,low,45.01,neutral
2,4,1,3.7,4,4,2,4,4,39,2,2,78.84,elevated,45.43,mild,26.81,low
4,2,4,3.9,2,2,2,2,3,86,5,4,39.34,mild,48.98,mild,34.91,low
3,3,5,2.7,2,2,3,1,1,43,7,5,51.48,moderate,38.92,mild,62.4,neutral
3,5,5,8.2,2,4,5,2,3,77,1,5,40.21,mild,43.69,mild,77.86,good
5,2,1,8.0,3,3,1,5,4,42,12,1,45.28,moderate,59.08,moderate,29.01,low
3,4,4,8.4,3,4,4,5,3,89,9,3,38.91,mild,59.97,moderate,63.71,neutral
4,5,4,5.6,4,5,2,2,4,7,11,5,48.57,moderate,59.99,moderate,63.28,neutral
1,3,1,5.8,3,2,3,1,2,41,0,5,54.93,moderate,45.24,mild,36.81,low
2,5,4,6.6,4,5,2,3,3,37,11,4,55.05,moderate,40.61,mild,64.64,neutral
5,3,4,9.4,3,3,2,2,2,72,11,1,41.1,mild,30.16,mild,61.02,neutral
5,3,5,9.8,2,2,3,3,5,78,4,2,55.29,moderate,80.5,high,45.16,neutral
4,5,1,8.2,2,5,3,4,1,87,7,5,47.59,moderate,56.7,moderate,33.14,low
2,4,5,7.4,4,3,1,2,2,109,6,1,44.55,mild,29.42,low,73.07,good
1,5,3,9.2,1,1,1,1,4,96,10,4,65.24,moderate,58.11,moderate,24.25,low
5,4,2,6.3,2,2,2,1,1,5,3,3,46.08,moderate,30.47,mild,47.41,neutral
4,4,2,6.1,2,5,5,4,3,81,11,4,47.45,moderate,59.71,moderate,46.45,neutral
2,2,4,6.6,4,3,2,1,1,2,7,4,27.77,mild,14.1,low,58.76,neutral
3,2,5,5.0,1,3,3,2,3,50,0,1,44.68,mild,55.74,moderate,47.74,neutral
4,5,2,6.5,3,4,3,5,2,71,3,1,50.38,moderate,45.15,mild,54.17,neutral
3,4,5,4.8,4,1,2,1,1,38,1,2,45.38,moderate,33.78,mild,58.33,neutral
5,2,4,8.6,5,1,1,4,3,84,10,5,50.49,moderate,47.66,mild,37.07,low
1,2,1,7.8,3,3,3,1,2,96,5,5,43.95,mild,16.86,low,56.65,neutral
2,4,3,9.4,5,5,5,5,1,73,6,4,49.97,moderate,29.34,low,82.08,good
1,1,5,3.9,4,1,5,4,3,63,4,2,53.74,moderate,57.61,moderate,74.73,good
4,1,1,10.2,4,4,2,5,3,117,9,5,57.05,moderate,43.59,mild,24.13,low
4,4,1,4.0,2,5,3,4,4,78,12,4,59.27,moderate,60.75,moderate,20.64,low
5,2,1,4.6,5,1,2,3,5,27,11,2,42.61,mild,74.21,high,36.52,low
3,4,3,5.7,2,1,5,5,4,79,12,4,55.07,moderate,85.5,high,24.33,low
1,3,1,9.2,1,5,3,4,4,58,3,3,50.73,moderate,65.77,moderate,28.74,low
3,5,5,7.2,1,1,5,1,4,2,8,3,57.55,moderate,48.03,mild,52.51,neutral
1,3,1,6.4,4,4,5,3,4,110,8,2,55.68,moderate,57.71,moderate,47.6,neutral
4,5,1,5.4,4,4,2,3,4,96,3,4,62.76,moderate,49.48,mild,32.47,low
4,5,2,4.3,1,2,3,2,4,74,10,2,53.1,moderate,63.54,moderate,24.05,low
5,2,4,8.8,5,2,3,3,3,81,11,5,30.47,mild,51.98,moderate,48.27,neutral
2,5,5,8.2,2,3,2,5,4,69,12,1,70.1,elevated,66.79,moderate,51.54,neutral
2,4,2,9.2,4,3,5,1,5,41,12,2,55.91,moderate,60.95,moderate,67.03,good
1,1,3,7.5,3,5,3,5,3,112,2,1,44.66,mild,51.18,moderate,42.61,neutral
3,1,4,2.5,3,3,2,4,2,66,1,2,69.36,moderate,52.05,moderate,54.31,neutral
3,2,4,4.6,4,5,3,1,3,41,8,4,36.82,mild,31.88,mild,74.33,good
4,1,1,7.6,5,2,5,2,1,82,9,5,8.7,low,28.56,low,60.57,neutral
4,2,5,6.1,4,2,3,5,2,19,5,1,24.7,low,43.6,mild,62.48,neutral
1,5,5,5.8,5,2,4,4,5,38,2,2,62.12,moderate,64.73,moderate,61.97,neutral
2,3,4,4.8,5,4,5,1,1,15,3,1,30.75,mild,4.72,low,96.07,good
3,1,3,8.5,2,1,2,1,5,10,1,5,48.95,moderate,63.28,moderate,31.68,low
2,3,2,7.6,3,5,5,5,3,99,2,3,44.39,mild,42.93,mild,43.6,neutral
1,2,5,7.7,1,4,3,1,2,52,2,2,29.82,mild,27.41,low,63.73,neutral
5,5,5,5.7,5,5,3,4,3,103,7,4,42.99,mild,40.17,mild,75.44,good
4,1,3,7.1,5,5,4,5,5,77,6,1,39.74,mild,71.18,high,56.25,neutral
3,4,4,4.4,5,1,1,1,1,28,4,4,63.9,moderate,33.94,mild,51.05,neutral
2,3,2,6.6,4,4,4,1,3,25,7,1,52.83,moderate,23.39,low,66.93,good
5,1,4,2.5,5,3,3,5,2,55,8,3,24.85,low,45.19,mild,56.63,neutral
1,4,1,4.0,4,4,4,5,3,11,1,1,63.22,moderate,56.76,moderate,51.61,neutral
3,3,5,6.2,2,5,5,3,4,70,3,2,35.03,mild,69.29,moderate,67.83,good
5,4,3,11.0,2,3,3,2,5,55,2,4,61.91,moderate,76.39,high,31.61,low
5,4,3,3.6,3,1,5,1,2,16,0,3,45.61,moderate,24.45,low,64.42,neutral
2,4,1,4.6,3,5,3,5,4,63,1,3,63.54,moderate,71.92,high,48.39,neutral
4,3,3,7.2,4,3,2,4,3,102,9,4,55.3,moderate,59.9,moderate,36.03,low
1,1,1,10.0,4,3,4,5,3,109,11,5,53.34,moderate,82.24,high,48.62,neutral
1,1,5,7.2,5,3,1,4,1,50,2,2,33.56,mild,23.3,low,63.9,neutral
2,3,4,8.1,4,5,5,3,5,8,9,5,47.04,moderate,59.31,moderate,53.54,neutral
5,2,3,6.2,1,3,1,3,1,104,3,1,42.7,mild,39.36,mild,27.02,low
4,4,5,5.9,2,2,3,2,1,66,1,5,49.66,moderate,32.47,mild,63.87,neutral
3,3,5,6.9,2,4,5,4,4,91,3,5,55.9,moderate,58.88,moderate,53.51,neutral
2,5,1,5.6,4,4,1,1,3,5,11,3,51.84,moderate,34.97,mild,32.8,low
1,1,1,8.1,2,1,3,1,1,35,4,1,44.63,mild,11.18,low,36.35,low
2,2,2,3.9,5,3,3,5,4,34,9,3,53.18,moderate,51.55,moderate,49.33,neutral
1,4,1,8.4,2,4,2,2,2,86,6,2,55.29,moderate,39.94,mild,38.73,low
1,1,3,6.9,3,5,4,1,5,82,5,3,43.6,mild,50.55,moderate,74.05,good
4,2,3,6.4,5,2,2,4,5,89,10,2,53.82,moderate,73.2,high,36.72,low
1,4,3,3.8,2,3,2,2,3,48,12,1,56.74,moderate,50.25,moderate,45.54,neutral
1,3,1,5.0,1,5,2,2,3,37,8,5,75.8,elevated,52.04,moderate,34.37,low
3,4,5,9.0,2,3,4,3,3,22,11,5,37.58,mild,69.27,moderate,67.2,good
2,3,5,6.4,2,3,5,3,4,30,1,3,50.07,moderate,56.15,moderate,75.41,good
3,5,3,7.3,4,1,1,4,5,19,11,5,61.27,moderate,71.86,high,22.78,low
1,5,1,5.2,4,1,3,5,4,99,2,5,74.88,elevated,75.51,high,30.71,low
2,5,2,6.7,3,4,2,5,1,81,2,5,62.16,moderate,48.48,mild,33.59,low
3,1,4,4.3,3,5,2,5,1,82,11,5,34.42,mild,45.09,mild,56.63,neutral
4,3,4,7.0,3,4,5,3,4,107,6,1,10.4,low,33.52,mild,75.01,good
3,1,2,7.5,1,4,4,3,2,89,3,4,41.54,mild,43.1,mild,54.05,neutral
3,2,5,7.4,1,4,5,1,3,38,0,5,38.36,mild,44.89,mild,74.81,good
3,2,5,5.2,4,2,4,3,3,37,2,1,34.22,mild,45.12,mild,71.47,good
2,4,3,6.2,5,3,4,4,3,15,10,1,45.42,moderate,36.77,mild,63.61,neutral
2,3,2,7.8,3,2,4,5,2,87,0,2,47.33,moderate,54.58,moderate,50.14,neutral
3,5,3,6.4,1,2,4,1,1,105,11,5,38.75,mild,22.46,low,67.26,good
1,2,1,6.3,5,3,5,5,2,86,10,5,33.13,mild,51.88,moderate,59.84,neutral
4,4,3,10.2,2,4,2,3,4,56,2,3,62.83,moderate,75.94,high,44.8,neutral
4,4,1,5.1,4,5,1,1,4,40,9,5,62.85,moderate,36.81,mild,25.55,low
2,5,1,8.7,5,2,3,5,5,53,6,1,72.14,elevated,65.65,moderate,28.99,low
2,2,3,4.7,5,2,1,3,1,32,4,5,50.96,moderate,32.75,mild,43.16,neutral
2,4,3,8.0,1,1,1,3,1,20,6,5,68.77,moderate,47.82,mild,33.28,low
4,1,5,8.1,1,5,1,1,1,52,0,5,32.46,mild,17.81,low,49.51,neutral
4,3,3,5.9,4,4,1,1,3,28,11,2,33.22,mild,46.27,mild,56.64,neutral
1,3,5,4.6,4,2,4,1,3,89,10,4,47.97,moderate,45.13,mild,71.46,good
3,5,5,3.3,5,5,3,2,1,109,2,2,39.36,mild,9.43,low,88.84,good
1,4,2,5.7,3,4,5,2,3,23,1,3,52.09,moderate,33.64,mild,58.52,neutral
3,5,5,7.7,1,3,2,3,1,0,5,5,62.17,moderate,43.91,mild,46.73,neutral
2,5,3,4.9,4,2,2,4,4,105,5,3,80.33,elevated,43.61,mild,32.71,low
2,3,3,7.0,4,3,3,5,3,35,10,4,31.09,mild,65.86,moderate,54.14,neutral
3,4,1,4.1,3,1,4,4,1,30,10,3,56.76,moderate,42.92,mild,38.14,low
2,1,2,6.4,4,1,5,3,1,103,0,1,31.38,mild,32.45,mild,50.13,neutral
2,3,3,4.7,2,5,4,5,4,101,3,1,62.41,moderate,66.9,moderate,57.29,neutral
4,1,2,6.7,5,2,3,3,5,70,7,4,27.92,mild,69.61,moderate,69.14,good
5,4,3,5.9,1,1,5,3,5,18,4,2,30.29,mild,80.78,high,40.14,neutral
1,5,1,4.7,5,5,1,2,3,85,12,2,68.79,moderate,35.67,mild,58.23,neutral
2,4,2,5.6,5,5,3,3,3,89,8,1,54.43,moderate,39.55,mild,41.07,neutral
5,5,4,5.1,4,5,2,1,5,53,4,5,35.26,mild,47.29,mild,56.09,neutral
3,2,4,4.4,5,1,1,1,5,67,8,1,44.89,mild,68.87,moderate,54.39,neutral
2,5,5,8.7,5,5,2,5,5,64,5,3,68.11,moderate,64.31,moderate,64.12,neutral
3,3,5,6.2,1,2,4,1,2,80,6,2,29.71,mild,37.56,mild,58.36,neutral
1,4,5,2.8,3,1,2,3,3,62,9,5,67.81,moderate,57.43,moderate,46.79,neutral
1,4,1,5.7,4,5,5,1,1,117,5,4,50.01,moderate,12.84,low,75.13,good
4,4,4,8.4,5,2,4,4,1,4,9,1,24.23,low,30.72,mild,88.9,good
3,2,2,5.4,4,4,4,5,2,6,5,4,39.51,mild,49.09,mild,63.27,neutral
4,4,2,9.5,3,1,2,3,5,18,7,1,47.12,moderate,83.0,high,24.21,low
2,4,2,5.3,3,1,5,1,3,18,6,3,54.47,moderate,41.4,mild,48.89,neutral
5,5,3,7.7,1,5,2,1,3,60,7,2,37.37,mild,40.97,mild,46.95,neutral
3,3,1,8.7,2,3,2,4,5,9,4,4,66.43,moderate,66.0,moderate,13.06,low
4,3,3,7.6,3,5,4,1,3,23,1,3,37.9,mild,48.83,mild,65.26,good
1,3,1,4.3,5,1,4,2,2,62,3,3,67.37,moderate,25.45,low,45.56,neutral
1,1,3,5.1,5,5,2,5,4,108,4,5,67.19,moderate,78.94,high,41.9,neutral
4,1,4,8.9,4,5,2,3,2,97,4,3,27.47,mild,29.27,low,71.46,good
5,1,1,5.4,1,5,3,5,2,26,5,2,36.28,mild,32.12,mild,40.62,neutral
5,4,1,8.6,4,1,3,5,5,6,6,3,58.55,moderate,89.12,high,20.37,low
2,3,5,6.0,3,1,1,4,3,89,3,5,50.26,moderate,65.91,moderate,40.93,neutral
1,5,4,7.1,4,3,2,5,2,94,4,1,59.17,moderate,36.63,mild,48.53,neutral
5,4,2,4.3,3,1,1,1,5,112,3,2,56.8,moderate,65.96,moderate,20.58,low
4,1,5,5.7,4,1,1,2,4,52,7,3,40.89,mild,59.68,moderate,52.75,neutral
2,1,2,5.2,2,5,2,2,4,7,6,2,38.75,mild,51.82,moderate,46.02,neutral
4,2,5,7.2,1,4,1,5,2,113,8,4,35.69,mild,67.25,moderate,40.89,neutral
5,5,1,7.0,2,5,4,4,4,34,5,1,54.02,moderate,55.66,moderate,47.24,neutral
2,1,4,7.6,5,5,4,2,5,46,12,2,25.72,mild,46.03,mild,74.65,good
4,1,1,5.9,1,1,2,2,1,50,6,3,28.14,mild,36.65,mild,15.27,low
4,1,1,5.1,2,5,5,5,1,119,7,5,36.21,mild,55.16,moderate,49.66,neutral
3,3,3,7.1,2,1,3,5,3,43,5,2,46.42,moderate,60.55,moderate,39.71,low
4,5,1,4.9,5,2,2,1,4,67,9,2,66.98,moderate,30.0,mild,40.95,neutral
2,4,3,8.7,2,2,1,2,1,61,7,5,64.69,moderate,36.78,mild,21.96,low
5,3,2,6.6,5,2,3,3,3,119,1,3,22.64,low,40.12,mild,49.33,neutral
5,1,1,6.2,5,4,5,2,1,115,9,2,24.3,low,21.66,low,68.45,good
5,2,5,7.6,4,1,1,4,5,76,9,5,46.09,moderate,61.6,moderate,23.56,low
4,3,5,6.7,2,5,1,4,4,12,5,1,30.06,mild,63.76,moderate,46.79,neutral
1,2,5,3.8,3,5,3,5,5,41,6,4,61.2,moderate,70.47,high,64.18,neutral
2,4,1,4.9,4,4,5,4,2,80,0,5,46.19,moderate,23.94,low,65.58,good
3,5,2,8.7,1,1,2,5,4,97,11,3,82.33,elevated,70.27,high,3.63,low
5,2,2,7.0,5,3,4,2,2,90,10,5,23.19,low,27.62,low,66.83,good
3,2,2,3.8,3,4,3,2,1,58,12,4,29.58,mild,34.58,mild,37.96,low
3,1,3,7.4,5,2,1,2,3,81,7,3,51.44,moderate,34.48,mild,56.18,neutral
1,4,3,5.8,4,2,5,5,3,37,2,1,43.31,mild,43.14,mild,58.34,neutral
4,3,3,5.2,5,3,1,4,3,76,3,1,39.31,mild,35.58,mild,42.03,neutral
2,2,2,4.7,1,5,3,2,5,57,12,4,49.84,moderate,55.24,moderate,41.59,neutral
1,2,5,8.6,1,1,4,4,2,82,0,4,46.2,moderate,64.28,moderate,44.3,neutral
5,1,5,3.3,1,3,4,2,4,105,8,4,41.92,mild,65.65,moderate,62.13,neutral
1,3,2,5.3,5,2,5,2,1,99,0,2,44.25,mild,26.44,low,66.01,good
1,4,2,7.0,5,3,4,1,5,88,9,1,58.15,moderate,22.96,low,27.77,low
1,2,3,9.6,5,1,4,5,3,92,7,1,51.14,moderate,48.93,mild,48.51,neutral
3,1,2,7.8,2,5,1,2,4,21,6,1,25.43,mild,60.29,moderate,39.53,low
1,3,5,5.3,2,3,2,4,2,22,9,2,55.99,moderate,54.68,moderate,63.53,neutral
5,4,3,9.6,2,5,2,1,2,101,4,5,45.24,moderate,31.07,mild,54.15,neutral
3,2,1,4.4,5,1,2,1,5,65,7,4,50.14,moderate,48.12,mild,38.15,low
2,2,1,7.3,2,3,1,4,1,52,10,1,63.78,moderate,44.83,mild,21.1,low
1,1,1,7.7,3,4,1,1,3,80,5,2,48.26,moderate,43.65,mild,40.82,neutral
3,4,2,5.2,4,4,3,1,2,10,0,5,57.24,moderate,18.75,low,60.96,neutral
1,5,2,8.1,2,1,4,2,2,19,12,3,70.1,elevated,34.08,mild,28.95,low
5,4,5,5.9,3,4,5,3,4,17,7,2,32.65,mild,53.85,moderate,84.8,good
2,3,5,8.1,4,1,5,1,4,68,5,2,43.85,mild,46.92,mild,74.87,good
3,4,1,3.5,4,3,3,1,3,8,0,2,59.97,moderate,39.96,mild,44.0,neutral
1,2,5,7.4,1,1,5,2,4,5,1,3,42.82,mild,79.27,high,54.86,neutral
1,1,3,6.1,3,1,3,4,1,81,3,3,35.49,mild,35.25,mild,37.45,low
2,2,2,8.9,1,4,3,1,2,88,12,3,43.3,mild,34.85,mild,50.55,neutral
1,4,3,6.7,1,4,2,2,4,31,9,4,65.97,moderate,63.91,moderate,40.67,neutral
4,4,3,9.0,4,5,4,1,4,83,5,2,38.41,mild,39.56,mild,73.91,good
5,5,1,7.7,3,4,2,2,1,11,9,3,43.94,mild,16.03,low,43.13,neutral
5,5,5,6.6,2,3,3,2,5,49,5,5,51.67,moderate,61.63,moderate,54.4,neutral
2,2,1,8.2,1,1,5,4,3,44,11,2,50.26,moderate,60.11,moderate,30.13,low
4,1,1,8.2,5,4,3,1,2,41,4,5,41.15,mild,37.58,mild,61.36,neutral
3,2,2,7.6,5,2,2,5,3,104,9,3,46.88,moderate,43.37,mild,43.85,neutral
1,5,1,2.7,5,1,4,2,2,9,5,2,63.71,moderate,33.08,mild,50.38,neutral
1,5,1,5.0,1,4,4,5,3,76,8,4,58.84,moderate,75.92,high,32.92,low
3,1,2,9.3,1,3,4,4,1,33,2,2,37.82,mild,34.4,mild,31.61,low
3,1,2,4.5,2,1,1,2,1,58,12,2,40.55,mild,39.66,mild,13.37,low
1,3,1,8.4,1,3,2,2,5,24,3,2,61.19,moderate,46.5,mild,19.05,low
5,4,5,8.1,3,4,1,5,4,88,6,3,54.07,moderate,64.8,moderate,59.4,neutral
4,5,5,5.5,4,3,5,5,2,7,8,1,42.98,mild,44.03,mild,73.36,good
3,4,4,3.2,1,4,2,4,5,9,8,2,52.0,moderate,79.12,high,35.68,low
5,2,3,5.8,2,3,3,1,4,39,7,4,43.48,mild,44.7,mild,37.97,low
5,1,5,10.5,3,2,5,5,4,106,11,2,19.76,low,72.88,high,54.68,neutral
5,4,2,5.2,2,2,5,3,4,2,12,3,58.56,moderate,64.74,moderate,37.19,low
2,3,3,5.4,3,2,2,1,5,21,9,2,51.82,moderate,66.93,moderate,42.73,neutral
5,5,1,5.0,3,5,5,5,5,59,2,5,61.65,moderate,82.19,high,41.07,neutral
3,3,4,9.0,5,2,4,1,2,2,10,2,33.78,mild,9.13,low,68.95,good
4,3,1,6.4,2,4,4,2,4,64,6,4,46.96,moderate,46.46,mild,35.74,low
5,2,4,5.7,1,2,1,1,1,43,6,4,39.13,mild,30.15,mild,42.65,neutral
1,1,4,9.3,5,3,4,3,3,78,12,3,36.16,mild,42.82,mild,72.87,good
3,5,2,7.8,3,4,4,5,1,7,6,5,69.22,moderate,42.01,mild,37.05,low
1,5,4,5.1,3,3,3,1,1,21,11,5,57.32,moderate,26.71,low,56.17,neutral
2,1,2,4.6,4,4,3,1,4,20,8,1,41.12,mild,61.52,moderate,54.28,neutral
3,4,2,8.9,5,5,2,5,2,89,1,3,43.83,mild,32.87,mild,56.26,neutral
5,2,3,6.8,1,5,4,1,1,89,9,1,24.1,low,29.76,low,67.02,good
5,3,2,4.0,5,5,1,1,5,14,6,5,40.49,mild,46.9,mild,50.83,neutral
2,5,4,3.6,4,1,2,3,5,48,7,5,81.87,elevated,56.33,moderate,28.46,low
2,5,2,4.8,3,4,3,2,2,85,3,3,46.78,moderate,36.02,mild,55.07,neutral
3,1,3,4.6,5,4,1,5,3,0,2,2,36.75,mild,58.73,moderate,64.91,neutral
5,2,5,3.1,2,3,5,1,2,12,9,5,19.44,low,49.52,mild,73.38,good
5,5,2,4.8,4,2,5,3,5,77,3,2,59.01,moderate,65.61,moderate,51.96,neutral
2,5,3,5.1,3,1,3,5,4,68,1,4,69.59,moderate,77.98,high,39.4,low
1,1,5,6.0,5,5,3,4,3,85,6,4,39.52,mild,38.21,mild,70.64,good
4,5,2,9.8,3,5,2,1,5,56,9,2,47.06,moderate,54.66,moderate,37.93,low
2,3,1,6.3,4,1,2,1,4,109,2,2,61.07,moderate,40.73,mild,31.21,low
1,3,2,6.5,3,3,5,1,1,15,4,5,49.76,moderate,20.01,low,47.52,neutral
1,1,5,7.7,2,3,3,5,3,18,5,3,44.04,mild,65.05,moderate,58.17,neutral
3,4,4,6.4,2,1,5,2,5,76,12,3,52.94,moderate,65.75,moderate,57.02,neutral
2,4,5,7.5,5,3,1,1,3,103,1,5,47.0,moderate,43.53,mild,47.67,neutral
3,4,2,7.3,5,5,1,2,1,2,11,3,33.81,mild,15.06,low,56.3,neutral
2,4,5,7.0,2,2,3,2,4,85,1,3,44.16,mild,49.39,mild,52.27,neutral
4,5,2,11.0,5,4,4,1,3,117,7,2,50.88,moderate,17.42,low,77.57,good
4,5,4,8.4,3,5,3,3,2,68,10,4,40.3,mild,30.94,mild,75.48,good
3,4,5,4.9,1,3,5,5,5,100,11,1,57.9,moderate,100.0,high,66.23,good
1,5,2,7.5,4,1,1,2,5,31,7,2,80.91,elevated,53.86,moderate,36.94,low
3,4,5,5.4,1,2,5,5,3,97,6,5,52.21,moderate,83.56,high,52.83,neutral
4,4,4,7.6,5,1,3,4,4,55,10,2,40.42,mild,43.43,mild,55.83,neutral
2,3,4,4.3,3,2,2,2,2,36,11,5,50.27,moderate,36.44,mild,46.73,neutral
2,4,4,4.8,5,4,4,4,4,23,0,5,55.16,moderate,56.6,moderate,58.77,neutral
3,1,1,7.4,3,2,4,2,5,103,3,2,47.54,moderate,72.49,high,37.91,low
2,3,4,8.6,1,3,5,2,2,86,3,5,45.37,moderate,35.84,mild,60.33,neutral
3,3,2,7.7,4,5,1,2,5,95,10,4,65.07,moderate,43.69,mild,38.13,low
2,5,2,8.3,4,2,4,1,1,85,0,5,56.04,moderate,32.54,mild,55.03,neutral
2,1,1,7.5,2,5,2,4,3,30,1,3,51.4,moderate,63.83,moderate,34.24,low
4,4,1,7.1,2,2,3,1,1,23,0,1,45.19,moderate,25.65,low,47.85,neutral
3,1,5,5.9,5,4,3,1,3,78,12,3,31.15,mild,32.93,mild,73.07,good
3,5,2,8.3,4,1,4,1,4,30,0,5,57.54,moderate,43.35,mild,34.01,low
4,5,2,8.6,2,2,2,1,5,78,3,1,55.19,moderate,43.05,mild,36.92,low
2,2,3,6.7,4,5,2,5,1,109,6,1,43.22,mild,17.11,low,66.85,good
1,5,4,6.6,2,3,3,1,5,90,4,5,63.74,moderate,53.74,moderate,51.11,neutral
5,3,3,9.7,1,3,4,4,5,57,1,3,54.0,moderate,81.44,high,31.64,low
1,5,3,6.8,4,3,5,2,1,109,5,3,55.36,moderate,10.77,low,70.7,good
3,4,5,6.9,5,2,1,1,5,66,10,4,49.7,moderate,51.82,moderate,55.28,neutral
2,1,3,7.7,5,5,3,2,5,56,3,4,34.15,mild,42.52,mild,52.45,neutral
2,2,4,6.6,3,2,1,1,1,115,6,3,34.92,mild,18.54,low,43.88,neutral
1,3,5,5.3,1,1,4,2,1,40,6,4,58.58,moderate,52.88,moderate,56.83,neutral
5,2,4,7.5,3,5,4,5,4,25,3,3,29.37,mild,50.37,moderate,72.71,good
3,1,1,6.7,4,1,5,4,3,16,0,2,40.97,mild,65.34,moderate,46.3,neutral
2,5,2,10.1,5,5,1,5,2,75,10,4,63.82,moderate,49.6,mild,41.42,neutral
4,5,4,8.2,1,2,4,4,3,61,12,2,54.82,moderate,52.33,moderate,47.89,neutral
1,3,3,5.7,4,1,4,5,2,93,6,5,65.31,moderate,70.02,high,43.17,neutral
3,2,2,8.1,3,2,4,1,5,17,10,2,42.72,mild,42.59,mild,41.95,neutral
3,1,2,7.4,3,4,4,1,2,38,4,1,35.93,mild,30.82,mild,67.28,good
